"[40.520566, -3.909616]","[40.5205475, -3.9095452]","[40.520566, -3.909616]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[40.526405, -3.893652]","[40.5264046, -3.8936573]","[40.526405, -3.893652]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[40.519163, -3.887558]","[40.5187906, -3.886666599999999]","[40.5177208, -3.8854349]","[40.5151532, -3.8834905]","[40.5106955, -3.8918934]","[40.5124513, -3.893433]","[40.51640949999999, -3.8917554]","[40.5173378, -3.8908667]","[40.520359, -3.8952382]","[40.52300839999999, -3.8926006]","[40.5264296, -3.8930633]","[40.5262922, -3.8936398]","[40.526291, -3.893652]","[40.526291, -3.893652]","[40.5235689, -3.8931831]","[40.5235652, -3.8903521]","[40.523535, -3.890347]","[40.523535, -3.890347]","[40.523367, -3.8923687]","[40.523683, -3.8926009]","[40.523681, -3.892622]","[40.523681, -3.892622]","[40.5250275, -3.8928272]","[40.5235689, -3.8931831]","[40.5224249, -3.8943379]","[40.522425, -3.894338]","[40.522425, -3.894338]","[40.5207997, -3.8959846]","[40.517827, -3.8915637]","[40.5185579, -3.8921628]","[40.5186947, -3.8920234]","[40.51871149999999, -3.8911092]","[40.5192145, -3.8918196]","[40.519228, -3.891806]","[40.519228, -3.891806]","[40.5196474, -3.892696399999999]","[40.5187238, -3.8920719]","[40.5185891, -3.8922105]","[40.5207997, -3.8959846]","[40.520794, -3.896012]","[40.520794, -3.896012]","[40.5218765, -3.8978079]","[40.5196868, -3.9005021]","[40.519669, -3.900518]","[40.519669, -3.900518]","[40.5215174, -3.8981731]","[40.5204391, -3.89635]","[40.5187842, -3.8980257]","[40.5183433, -3.8972776]","[40.518348, -3.897235]","[40.518348, -3.897235]","[40.5199976, -3.8956038]","[40.517827, -3.8915637]","[40.5187376, -3.8894152]","[40.5191782, -3.8875537]","[40.519163, -3.887558]"
