0.0,2149.4,2609.7,1411.7,1101.4,1772.1,2120.4,2007.1,2153.3,2278.5,2061.9
2149.4,0.0,1718.7,1074.8,1028.2,708.6,1316.3,478.0,532.2,657.4,12.6
2609.7,1718.7,0.0,1466.2,1801.3,1270.8,1239.0,1505.9,1652.0,1568.0,2019.7
1411.7,1074.8,1466.2,0.0,892.4,361.9,710.2,597.0,743.2,868.4,1110.8
1101.4,1028.2,1801.3,892.4,0.0,688.9,1037.2,767.4,1070.1,1195.3,1135.8
1772.1,708.6,1270.8,361.9,688.9,0.0,992.2,616.7,921.7,1046.9,985.1
2120.4,1316.3,1239.0,710.2,1037.2,992.2,0.0,499.5,645.7,561.4,1013.3
2007.1,478.0,1505.9,597.0,767.4,616.7,499.5,0.0,871.2,996.4,1215.6
2153.3,532.2,1652.0,743.2,1070.1,921.7,645.7,871.2,0.0,698.5,367.6
2278.5,657.4,1568.0,868.4,1195.3,1046.9,561.4,996.4,698.5,0.0,581.1
2061.9,12.6,2019.7,1110.8,1135.8,985.1,1013.3,1215.6,367.6,581.1,0.0
