0.0,1357.0,422.0,584.0,90.0,0.0,412.0,764.0,1138.0,1138.0,1357.0
1357.0,0.0,1017.0,1451.0,1128.0,2809.0,1017.0,443.0,340.0,340.0,364.0
422.0,1017.0,0.0,0.0,0.0,2589.0,0.0,1618.0,1618.0,1618.0,2003.0
584.0,1451.0,0.0,0.0,514.0,391.0,469.0,663.0,757.0,757.0,1175.0
90.0,1128.0,0.0,514.0,0.0,167.0,1196.0,270.0,280.0,545.0,3823.0
0.0,2809.0,2589.0,391.0,167.0,0.0,980.0,267.0,386.0,379.0,752.0
412.0,1017.0,0.0,469.0,1196.0,980.0,0.0,738.0,871.0,871.0,1250.0
764.0,443.0,1618.0,663.0,270.0,267.0,738.0,0.0,408.0,408.0,728.0
1138.0,340.0,1618.0,757.0,280.0,386.0,871.0,408.0,0.0,0.0,529.0
1138.0,340.0,1618.0,757.0,545.0,379.0,871.0,408.0,0.0,0.0,291.0
1357.0,364.0,2003.0,1175.0,3823.0,752.0,1250.0,728.0,529.0,291.0,0.0
